text,label
"Pionnière dans l’usage des termes « féminicide », « bracelet antirapprochement » ou « contrôle coercitif », Gwenola Joly-Coz n’a cessé de faire avancer le droit en matière de violences conjugales.",
Elle s’apprête à quitter son poste de première présidente de la cour d’appel de Poitiers pour celle de Papeete.,
"Le mis en cause, un quadragénaire qui a été écroué, s’était rendu au commissariat, mercredi, deux jours après la mort par arme à feu d’un jeune pompier.",
Deux anciens membres de l’association de lutte contre la corruption avaient saisi le tribunal administratif pour contester le renouvellement de l’agrément accordé en octobre 2022 par la HATVP.,
"Si les oppositions dénoncent un calcul destiné à faire réélire le maire de Saint-Denis en 2026, celui-ci s’en défend, assurant qu’il s’agit d’un « choix historique qui permettra aux deux communes d’être, ensemble, plus fortes financièrement et de peser davantage au sein de la région face à la capitale ».",
"Le gang, composé de trente-cinq personnes, a fait clandestinement passer 626 kilogrammes de drogue du Cambodge vers le Vietnam entre mars 2018 et novembre 2022, selon le journal « Tuoi Tre ».",
"Le gouvernement a fait réaliser, comme le demandait la loi ELAN de 2018, un bilan d’application de ces habitations, qui peuvent être rendues accessibles à tous par des « travaux simples ».",
Mais il ne l’a pas communiqué comme prévu au Parlement.,
"Les vingt examens de santé obligatoires seront détaillés tandis que pour chaque âge, des repères seront proposés aux parents pour situer l’enfant dans son développement – social, cognitif, moteur – a déclaré la direction générale de la santé dans un communiqué.",
"Région la plus attractive de France, dans le sillage de Toulouse et Montpellier, la démographie occitane ne cesse de croître.",
"Pénuries d’habitations, mises aux normes difficilement réalisable, discriminations, manque de volontarisme politique : pour se loger, les personnes en perte d’autonomie rencontrent nombre de difficultés.",
"Les modes de diffusion numérique et de nouveaux formats particulièrement chronophages (les séries ou les podcasts) ont démultiplié, si besoin en était, l’offre culturelle.",
"Ce tsunami peut susciter un sentiment d’écrasement ou de saturation, mais aussi une certaine pression sociale quand les proches ou collègues vous exhortent à découvrir leur dernière tocade.",
"La plongée dans les notes, analyses et rapports des services de lutte contre les trafics de stupéfiants retrace l’édifiante histoire d’une progression continue de cette criminalité face à un pouvoir politique et policier incapable de l’enrayer.",
"Cinq ans après leur mise en place, les observatoires de l’agribashing, chargés d’évaluer, à l’échelle des départements, les « atteintes idéologiques » au monde agricole, ont eu une activité très limitée, voire nulle, selon des documents obtenus par l’ONG ARIA.",
"Le Texas a annoncé des poursuites contre une médecin de New York ayant prescrit à une Texane des médicaments permettant d’interrompre une grossesse jusqu’à dix semaines, en violation de la loi de l’Etat.",
"La plainte se heurte à la législation de l’Etat de New York, mais d’autres affaires de ce type pourraient suivre.",
Le parquet a annoncé faire appel de l’ordonnance de non-lieu.,
"Dans leurs motivations, auxquelles « Le Monde » a eu accès, les juges expliquent notamment pourquoi ils ont condamné pour terrorisme les deux auteurs de la campagne de haine qui a visé le professeur d’histoire-géographie.",
"L’ancien ministre de l’intérieur fait son retour au gouvernement, une victoire pour celui qui ne se satisfaisait pas de ses nouveaux habits de député.",
"Mais il devra composer avec Bruno Retailleau, qui n’entend pas se laisser caporaliser.",
"L’argent ou les bijoux offerts à l’occasion de certains événements ne doivent pas être rapportés à la succession, sauf en cas de doublon.",
Des peines de vingt-cinq à trente ans de réclusion ont été prononcées vendredi par la cour d’assises du Doubs.,
"Le barreau de Lyon a reçu des signalements concernant les propos de Mᵉ Christophe Bruschi, avocat d’un accusé dans le procès des viols de Mazan, jugés insultants envers des féministes.",
"Après trois mois et dix-sept jours d’un procès historique, la cour criminelle du Vaucluse a reconnu les 51 accusés coupables.",
"Dominique Pelicot a été condamné à vingt ans de réclusion, assortie d’une période de sûreté des deux tiers.",
"Pour les autres accusés, la cour s’est affranchie des réquisitions, individualisant les peines.",
"Bientôt jugé dans le dossier libyen et mis en examen dans celui de la fausse rétractation de l’intermédiaire Ziad Takieddine en 2020, l’ancien chef de l’Etat apparaît dans trois autres enquêtes pénales, sans avoir été entendu ni mis en cause à ce stade.",
C’est la première fois qu’une peine aussi lourde est prononcée contre un ex-président de la République.,
"La saisine de la Cour européenne des droits de l’homme qu’il s’apprête à lancer le place dans la situation d’un ancien chef d’Etat qui, après avoir représenté et défendu la France, cherche à la faire condamner.",
"Les avocats des propriétaires, du syndic, d’un élu et des experts mis en cause pour n’avoir pas su éviter le drame survenu en 2018, se sont renvoyé la responsabilité.",
"Les nouvelles agences spécialisées dans les circuits en groupe pour les 25-40 ans gagnent du terrain en France et, plus largement, en Europe.",
"Inquiets pour leurs proches à Mayotte, fragilisés psychologiquement et financièrement, isolés, ces jeunes vivent avec douleur les conséquences de la catastrophe.",
"Loin de leur famille, les jeunes originaires des territoires d’outre-mer traversent la période des fêtes de fin d’année avec une certaine appréhension et l’impression d’être en décalage.",
L’association StudHelp met en relation jeunes et familles d’accueil le temps d’un repas pour les fêtes de fin d’année.,
"Fragilisés depuis la pandémie de Covid-19, ceux-ci peinent à s’intégrer socialement.",
"Depuis le 5 novembre, une centaine d’étudiants bloquent une antenne de l’université Paris-I Panthéon-Sorbonne.",
« La Relève ».,
"Chaque mois, « Le Monde Campus » rencontre un jeune qui bouscule les normes dans son domaine.",
« Premières fois » : récits de moments charnières autour du passage à l’âge adulte.,
"Cette semaine, Naïs, 21 ans, étudiante à la Sorbonne et à l’université Howard à Washington, raconte le chemin qu’elle a dû parcourir pour se voir comme une personne noire.",
"« Le Monde » donne la parole à de jeunes gens qui évoquent leurs états d’âme, leurs envies, leurs difficultés.",
"A 17 ans, Apolline est en première année de fac à Paris, car elle a sauté la 6ᵉ : elle n’a pas bien vécu d’être toujours le « bébé » de sa classe, ce qui l’a parfois conduite à ne pas suffisamment s’écouter pour les « premières fois ».",
Mais l’omniprésence des stupéfiants jette le doute sur la nature et la solidité de ces rapports.,
« Le Monde » interroge une personnalité sur ses années d’études et son passage à l’âge adulte.,
"Plusieurs fonctionnalités ont été ajoutées pour cette huitième édition, comme un simulateur permettant d’estimer les résultats de réponses des formations en fonction des profils des candidats.",
« L’Europe décroche » (3/6).,
"Etape importante dans la réflexion des élèves de terminale, la fréquentation des salons de l’orientation est en hausse, après un ralentissement dû à la crise sanitaire.",
"Cette semaine, Ilea Mollard-Amiel, 18 ans, originaire de La Réunion, raconte son arrivée à Paris pour suivre ses études supérieures.",
"Alors que l’intensité des événements politiques s’est accrue ces derniers mois, des jeunes s’interrogent sur leurs divergences de point de vue et leurs conséquences au sein du couple.",
"L’historien des élites économiques revient, dans un entretien au « Monde », sur l’origine de la solde militaire au sein de la prestigieuse école d’ingénieurs et sur les raisons de la réforme de 2015.",
"Les tablettes, liseuses, appareils photo, consoles de jeux, casques, souris et claviers doivent aussi se plier à cette nouvelle norme qui généralise le port de charge type USB-C.",
"A partir du printemps 2026, elle s’appliquera également aux ordinateurs portables.",
"Joris Fraysse, 41 ans, est technicien de laboratoire contrôle-qualité chez Lidea, à Caussade, dans le Tarn-et-Garonne.",
"Le président ultralibéral, au pouvoir en décembre 2023, avait fait de l’outil un symbole de sa campagne antidépenses publiques.",
Il est mort d’un lymphome à l’âge de 94 ans.,
"Contrairement à ce qu’on entend souvent, le formidable développement de la Chine peut se poursuivre, affirme, dans une tribune au « Monde », la professeure à l’université américaine Northwestern.",
"A peine nommé, l’ex-sénateur Les Républicains des Alpes-Maritimes a dû gérer la mort d’un conducteur de TGV la veille de Noël.",
"Ses premières déclarations ont heurté de nombreux cheminots, alors même que M.",
Tabarot avait déjà une image d’adversaire du service public ferroviaire parmi les syndicats de la SNCF.,
"La conjoncture internationale, plus agitée et incertaine, pourrait gêner la relance américaine, considère, dans une tribune au « Monde », l’ancien économiste en chef du FMI.",
L’année a été marquée par des ventes aux enchères souvent laborieuses qui confirment l’ajustement enclenché en 2023.,
"Si un tableau de René Magritte a tout de même atteint un prix record, la cote des œuvres de Jeff Koons ou de Jean-Michel Basquiat chute.",
"Dans un contexte de crise de la dette et de tarissement des financements internationaux, Dakar souhaite recourir à un emprunt obligataire dont les ressortissants installés à l’étranger seraient les créanciers.",
ENTRETIEN - Placé à la tête de la plus grande ville de Mayotte (92.,
"000 habitants), l’élu membre des Républicains, Ambdilwahedou Soumaila, exige dans un entretien au Figaro que l’interdiction des bidonvilles soit inscrite en tête de la loi d’urgence, avant d’aborder la question de la reconstruction.",
"Fragilisé à l’Assemblée, où il dispose d’une faible majorité relative, le premier ministre va devoir s’attaquer dès le début de l’année 2025 aux très nombreuses urgences qui s’accumulent, aggravées par de longs mois d’instabilité politique.",
"La Dynamique pour les Droits des Enfants, ensemble regroupant une trentaine d’associations, a fait part au Figaro de ses requêtes après l’annonce d’Emmanuel Macron ce 28 décembre.",
"FOCUS - Le chef de l’État, qui veut nommer un haut-commissaire à l’Enfance en janvier, plébiscite cette fonction pourtant peu répandue sous la Ve République.",
"REPORTAGE - Élu en 2020 à la tête du chef-lieu des Côtes-d’Armor, Hervé Guihard défend une vision progressiste pour endiguer efficacement la multiplication des violences.",
"RÉCIT - Fragilisé à l’Assemblée, le centriste nommé il y a deux semaines a vu son style et ses premiers pas critiqués.",
Il compte sur ses nouveaux ministres et sa visite à Mayotte pour se relancer.,
"ANALYSE - Pensée pour empêcher les lepénistes d’accéder au pouvoir, l’alliance entre les macronistes et les mélenchonistes aux législatives a créé les conditions d’une élection sans vainqueur et d’une Assemblée sans majorité.",
"PORTRAIT - Proche de Bruno Retailleau et soutien d’Édouard Philippe, la présidente Horizons des Pays de la Loire vient de faire voter un budget d’économie taillant dans les dépenses de fonctionnement.",
"Yannick Neuder, Nathalie Delattre ou encore Catherine Vautrin ont eu à se justifier après des critiques sur leur bienveillance à l’égard des viticulteurs.",
"DÉCRYPTAGE - Malgré la reconduction de Bruno Retailleau au ministère de l’Intérieur et l’intégration dans le gouvernement de certains parlementaires LR, la droite est très réservée à l’égard de François Bayrou et de son gouvernement.",
"Le premier secrétaire Olivier Faure s’est indigné d’un gouvernement qu’il qualifie de «&#160;droite extrême&#160;», malgré la présence de trois personnalités qui se revendiquent de la gauche.",
"PORTRAIT - Patron des députés centristes Horizons, cette ancienne étoile montante de la droite, âgée de 44 ans, s’est affirmée comme une figure de l’opposition aux nationalistes au pouvoir en Corse.",
"Le nouvel occupant de Bercy aurait dû se trouver dans la tour sud du World Trade Center, le 11 septembre 2001, à l’heure où les avions des terroristes se sont encastrés dans les gratte-ciel.",
Un événement de dernière minute lui a permis d’échapper à l’attentat.,
"DÉCRYPTAGE - À défaut d’un accord avec la gauche, l’équipe dévoilée lundi fait revenir des personnalités surtout issues de la macronie et de LR, dont Élisabeth Borne, Manuel Valls et Gérald Darmanin.",
"Mais pas Xavier Bertrand, rejeté par le RN.",
Il récupère également le portefeuille de l’Énergie.,
"PORTRAIT - Connu pour sa ligne de sévérité, l’ex-ministre de l’Intérieur devient garde des Sceaux.",
"Trois mois après sa lune de miel avec le socialiste Didier Migaud, la magistrature replonge dans la méfiance.",
"PORTRAIT – Dans une France marquée par le procès des viols de Mazan, la députée Renaissance des Yvelines récupère le portefeuille qu’elle a déjà occupé au sein du gouvernement de Gabriel Attal.",
